"","subject","activity","variable","average"
"865","15","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Y",-0.507735205778384
"866","16","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Y",-0.671572147098798
"867","17","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Y",-0.973701284375
"868","17","SITTING","fBodyAcc-mean()-Y",-0.545947390043031
"869","19","SITTING","fBodyAcc-mean()-Y",-0.521888076609778
"870","21","SITTING","fBodyAcc-mean()-Y",-0.593778214149019
"871","22","SITTING","fBodyAcc-mean()-Y",-0.606166993241414
"872","22","STANDING","fBodyAcc-mean()-Y",-0.350425993027642
"873","23","STANDING","fBodyAcc-mean()-Y",-0.548483208943548
"874","25","STANDING","fBodyAcc-mean()-Y",-0.600027697242054
"875","26","STANDING","fBodyAcc-mean()-Y",-0.610425833240306
"876","27","STANDING","fBodyAcc-mean()-Y",-0.975155754871795
"877","27","LAYING","fBodyAcc-mean()-Y",-0.55387435946812
"878","28","LAYING","fBodyAcc-mean()-Y",-0.584932500113875
"879","29","LAYING","fBodyAcc-mean()-Y",-0.587686308146221
"880","30","LAYING","fBodyAcc-mean()-Y",-0.558490010019059
"881","2","WALKING","fBodyAcc-mean()-Z",-0.630081222124835
"882","4","WALKING","fBodyAcc-mean()-Z",-0.784964119020618
"883","4","WALKING_UPSTAIRS","fBodyAcc-mean()-Z",-0.708346275365854
"884","9","WALKING_UPSTAIRS","fBodyAcc-mean()-Z",-0.592119122804271
"885","10","WALKING_UPSTAIRS","fBodyAcc-mean()-Z",-0.976061050166667
"886","10","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Z",-0.572754894505129
"887","12","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Z",-0.705415178817204
"888","12","SITTING","fBodyAcc-mean()-Z",-0.75610207
"889","13","SITTING","fBodyAcc-mean()-Z",-0.629736258731804
"890","18","SITTING","fBodyAcc-mean()-Z",-0.972738081666667
"891","18","STANDING","fBodyAcc-mean()-Z",-0.742231387634731
"892","20","STANDING","fBodyAcc-mean()-Z",-0.659532033916162
"893","20","LAYING","fBodyAcc-mean()-Z",-0.67195587225
"894","24","LAYING","fBodyAcc-mean()-Z",-0.65585899482231
"895","1","WALKING","fBodyAcc-mean()-Z",-0.596411165253602
"896","3","WALKING","fBodyAcc-mean()-Z",-0.699656828592375
"897","5","WALKING","fBodyAcc-mean()-Z",-0.696171811490066
"898","6","WALKING","fBodyAcc-mean()-Z",-0.814738365169492
"899","6","WALKING_UPSTAIRS","fBodyAcc-mean()-Z",-0.336322224157303
"900","7","WALKING_UPSTAIRS","fBodyAcc-mean()-Z",-0.531005941495552
"901","8","WALKING_UPSTAIRS","fBodyAcc-mean()-Z",-0.550979388719929
"902","11","WALKING_UPSTAIRS","fBodyAcc-mean()-Z",-0.750026145791139
"903","14","WALKING_UPSTAIRS","fBodyAcc-mean()-Z",-0.959720590506329
"904","14","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Z",-0.272591149659836
"905","15","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Z",-0.741745724698171
"906","16","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Z",-0.660989948160437
"907","17","WALKING_DOWNSTAIRS","fBodyAcc-mean()-Z",-0.982664512083333
"908","17","SITTING","fBodyAcc-mean()-Z",-0.67938986181875
"909","19","SITTING","fBodyAcc-mean()-Z",-0.647026298284028
"910","21","SITTING","fBodyAcc-mean()-Z",-0.707713799021814
"911","22","SITTING","fBodyAcc-mean()-Z",-0.750810842838384
"912","22","STANDING","fBodyAcc-mean()-Z",-0.585117736967479
"913","23","STANDING","fBodyAcc-mean()-Z",-0.49021281618414
"914","25","STANDING","fBodyAcc-mean()-Z",-0.738509947579462
"915","26","STANDING","fBodyAcc-mean()-Z",-0.724046087155612
"916","27","STANDING","fBodyAcc-mean()-Z",-0.978848418461538
"917","27","LAYING","fBodyAcc-mean()-Z",-0.646548247644295
"918","28","LAYING","fBodyAcc-mean()-Z",-0.715134474431937
"919","29","LAYING","fBodyAcc-mean()-Z",-0.680547675465116
"920","30","LAYING","fBodyAcc-mean()-Z",-0.634958546900784
"921","2","WALKING","fBodyAcc-meanFreq()-X",-0.106763418901788
"922","4","WALKING","fBodyAcc-meanFreq()-X",-0.15574790130299
"923","4","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-X",-0.229896701265041
"924","9","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-X",-0.291349229752569
"925","10","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-X",0.00798704466166666
"926","10","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-X",-0.198237467184402
"927","12","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-X",-0.180325464786559
"928","12","SITTING","fBodyAcc-meanFreq()-X",-0.188475319269179
"929","13","SITTING","fBodyAcc-meanFreq()-X",-0.222056646711315
"930","18","SITTING","fBodyAcc-meanFreq()-X",-0.0377801750666667
"931","18","STANDING","fBodyAcc-meanFreq()-X",-0.225782780243931
"932","20","STANDING","fBodyAcc-meanFreq()-X",-0.192436788947475
"933","20","LAYING","fBodyAcc-meanFreq()-X",-0.273541700883974
"934","24","LAYING","fBodyAcc-meanFreq()-X",-0.263352298517586
"935","1","WALKING","fBodyAcc-meanFreq()-X",-0.180558714010749
"936","3","WALKING","fBodyAcc-meanFreq()-X",-0.192817340495308
"937","5","WALKING","fBodyAcc-meanFreq()-X",-0.226370689942053
"938","6","WALKING","fBodyAcc-meanFreq()-X",-0.139166303662712
"939","6","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-X",-0.330407854494382
"940","7","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-X",-0.311790512382468
"941","8","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-X",-0.216022261686477
"942","11","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-X",-0.224360420717722
"943","14","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-X",-0.227493608175949
"944","14","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-X",-0.34885362172541
"945","15","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-X",-0.218637119967988
"946","16","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-X",-0.238570460241803
"947","17","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-X",-0.02778538428125
"948","17","SITTING","fBodyAcc-meanFreq()-X",-0.256068433214375
"949","19","SITTING","fBodyAcc-meanFreq()-X",-0.212433282953944
"950","21","SITTING","fBodyAcc-meanFreq()-X",-0.230976168156039
"951","22","SITTING","fBodyAcc-meanFreq()-X",-0.131892357275758
"952","22","STANDING","fBodyAcc-meanFreq()-X",-0.260134797944057
"953","23","STANDING","fBodyAcc-meanFreq()-X",-0.20872442068086
"954","25","STANDING","fBodyAcc-meanFreq()-X",-0.306657190525183
"955","26","STANDING","fBodyAcc-meanFreq()-X",-0.222545825808673
"956","27","STANDING","fBodyAcc-meanFreq()-X",0.00478001959230769
"957","27","LAYING","fBodyAcc-meanFreq()-X",-0.216131719939933
"958","28","LAYING","fBodyAcc-meanFreq()-X",-0.217894722988743
"959","29","LAYING","fBodyAcc-meanFreq()-X",-0.165350787567733
"960","30","LAYING","fBodyAcc-meanFreq()-X",-0.302775397984857
"961","2","WALKING","fBodyAcc-meanFreq()-Y",0.105734176023146
"962","4","WALKING","fBodyAcc-meanFreq()-Y",0.0520271215242268
"963","4","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Y",0.136415181912195
"964","9","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Y",-0.0879003298041667
"965","10","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Y",0.11787740315
"966","10","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Y",0.088899044042735
"967","12","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Y",0.00270278789193547
"968","12","SITTING","fBodyAcc-meanFreq()-Y",0.102421127053731
"969","13","SITTING","fBodyAcc-meanFreq()-Y",-0.0348311463927523
"970","18","SITTING","fBodyAcc-meanFreq()-Y",-0.0957290482
"971","18","STANDING","fBodyAcc-meanFreq()-Y",0.0240758218553892
"972","20","STANDING","fBodyAcc-meanFreq()-Y",-0.0522809912542424
"973","20","LAYING","fBodyAcc-meanFreq()-Y",0.040394045223718
"974","24","LAYING","fBodyAcc-meanFreq()-Y",-0.0176079240963255
"975","1","WALKING","fBodyAcc-meanFreq()-Y",0.0576291646962536
"976","3","WALKING","fBodyAcc-meanFreq()-Y",0.0389282523284458
"977","5","WALKING","fBodyAcc-meanFreq()-Y",0.0748636861897351
"978","6","WALKING","fBodyAcc-meanFreq()-Y",0.0503880064949576
"979","6","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Y",0.0818782474368539
"980","7","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Y",-0.0300713296399351
"981","8","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Y",0.0263297524124555
"982","11","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Y",0.0318551463759494
"983","14","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Y",-0.117621832434177
"984","14","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Y",-0.164564952463934
"985","15","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Y",0.0505085375937378
"986","16","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Y",-0.0276434719766667
"987","17","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Y",0.0700889126375
"988","17","SITTING","fBodyAcc-meanFreq()-Y",-0.00441841828840625
"989","19","SITTING","fBodyAcc-meanFreq()-Y",0.0703873634217222
"990","21","SITTING","fBodyAcc-meanFreq()-Y",0.0412761403403333
"991","22","SITTING","fBodyAcc-meanFreq()-Y",0.0276203708297475
"992","22","STANDING","fBodyAcc-meanFreq()-Y",0.0526188638219512
"993","23","STANDING","fBodyAcc-meanFreq()-Y",0.0297877248998253
"994","25","STANDING","fBodyAcc-meanFreq()-Y",-0.108650116189389
"995","26","STANDING","fBodyAcc-meanFreq()-Y",0.0360382137913265
"996","27","STANDING","fBodyAcc-meanFreq()-Y",0.134732177860513
"997","27","LAYING","fBodyAcc-meanFreq()-Y",0.0858186568151678
"998","28","LAYING","fBodyAcc-meanFreq()-Y",-0.0652270030997382
"999","29","LAYING","fBodyAcc-meanFreq()-Y",0.128076957523023
"1000","30","LAYING","fBodyAcc-meanFreq()-Y",-0.0844208556775196
"1001","2","WALKING","fBodyAcc-meanFreq()-Z",0.087210586428
"1002","4","WALKING","fBodyAcc-meanFreq()-Z",-0.0138445406976804
"1003","4","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Z",-0.0204555236743252
"1004","9","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Z",-0.0304334227664236
"1005","10","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Z",0.24323874364
"1006","10","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Z",0.126955803301549
"1007","12","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Z",0.0802747388301075
"1008","12","SITTING","fBodyAcc-meanFreq()-Z",0.0531374202022388
"1009","13","SITTING","fBodyAcc-meanFreq()-Z",0.0487260271941896
"1010","18","SITTING","fBodyAcc-meanFreq()-Z",-0.109919200726667
"1011","18","STANDING","fBodyAcc-meanFreq()-Z",0.0124661629920389
"1012","20","STANDING","fBodyAcc-meanFreq()-Z",0.0634081553843435
"1013","20","LAYING","fBodyAcc-meanFreq()-Z",0.0964331545981602
"1014","24","LAYING","fBodyAcc-meanFreq()-Z",0.0812580797481102
"1015","1","WALKING","fBodyAcc-meanFreq()-Z",0.0583692776609798
"1016","3","WALKING","fBodyAcc-meanFreq()-Z",0.00447261449052783
"1017","5","WALKING","fBodyAcc-meanFreq()-Z",0.0062663175707947
"1018","6","WALKING","fBodyAcc-meanFreq()-Z",0.0484582531687712
"1019","6","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Z",0.284312710910112
"1020","7","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Z",0.014662085284448
"1021","8","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Z",0.0913951982033451
"1022","11","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Z",0.0502783009075316
"1023","14","WALKING_UPSTAIRS","fBodyAcc-meanFreq()-Z",-0.00668947869999998
"1024","14","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Z",-0.140595245544672
"1025","15","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Z",0.0424519595017988
"1026","16","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Z",0.0278234635724864
"1027","17","WALKING_DOWNSTAIRS","fBodyAcc-meanFreq()-Z",0.162404006166667
"1028","17","SITTING","fBodyAcc-meanFreq()-Z",-0.015670789182375
"1029","19","SITTING","fBodyAcc-meanFreq()-Z",0.160383893888278
"1030","21","SITTING","fBodyAcc-meanFreq()-Z",0.0495520452825172
"1031","22","SITTING","fBodyAcc-meanFreq()-Z",0.074279722880303
"1032","22","STANDING","fBodyAcc-meanFreq()-Z",0.0908512663406504
"1033","23","STANDING","fBodyAcc-meanFreq()-Z",0.0899843792518549
"1034","25","STANDING","fBodyAcc-meanFreq()-Z",-0.0744502098628851
"1035","26","STANDING","fBodyAcc-meanFreq()-Z",0.142429401875406
"1036","27","STANDING","fBodyAcc-meanFreq()-Z",0.152116918871795
"1037","27","LAYING","fBodyAcc-meanFreq()-Z",0.128265826486913
"1038","28","LAYING","fBodyAcc-meanFreq()-Z",0.0189878861753927
"1039","29","LAYING","fBodyAcc-meanFreq()-Z",0.0886270605992151
"1040","30","LAYING","fBodyAcc-meanFreq()-Z",-0.0415480598651175
"1041","2","WALKING","fBodyAccJerk-mean()-X",-0.561682049622185
"1042","4","WALKING","fBodyAccJerk-mean()-X",-0.717973724971649
"1043","4","WALKING_UPSTAIRS","fBodyAccJerk-mean()-X",-0.548003358486179
"1044","9","WALKING_UPSTAIRS","fBodyAccJerk-mean()-X",-0.621377141312847
"1045","10","WALKING_UPSTAIRS","fBodyAccJerk-mean()-X",-0.978120306166667
"1046","10","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-X",-0.436761689484616
"1047","12","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-X",-0.659962097978441
"1048","12","SITTING","fBodyAccJerk-mean()-X",-0.51464202580597
"1049","13","SITTING","fBodyAccJerk-mean()-X",-0.660082174071559
"1050","18","SITTING","fBodyAccJerk-mean()-X",-0.989649728
"1051","18","STANDING","fBodyAccJerk-mean()-X",-0.728496455928143
"1052","20","STANDING","fBodyAccJerk-mean()-X",-0.674120731307722
"1053","20","LAYING","fBodyAccJerk-mean()-X",-0.624523279069231
"1054","24","LAYING","fBodyAccJerk-mean()-X",-0.752245372493439
"1055","1","WALKING","fBodyAccJerk-mean()-X",-0.547348892435764
"1056","3","WALKING","fBodyAccJerk-mean()-X",-0.645893496630498
"1057","5","WALKING","fBodyAccJerk-mean()-X",-0.604769869438742
"1058","6","WALKING","fBodyAccJerk-mean()-X",-0.677779817705085
"1059","6","WALKING_UPSTAIRS","fBodyAccJerk-mean()-X",-0.2089562025
"1060","7","WALKING_UPSTAIRS","fBodyAccJerk-mean()-X",-0.637521940243831
"1061","8","WALKING_UPSTAIRS","fBodyAccJerk-mean()-X",-0.59163500910605
"1062","11","WALKING_UPSTAIRS","fBodyAccJerk-mean()-X",-0.676672987166456
"1063","14","WALKING_UPSTAIRS","fBodyAccJerk-mean()-X",-0.985349748734177
"1064","14","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-X",-0.547228392966804
"1065","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-X",-0.643469519361585
"1066","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-X",-0.744662041612022
"1067","17","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-X",-0.993660824583333
"1068","17","SITTING","fBodyAccJerk-mean()-X",-0.675134742364062
"1069","19","SITTING","fBodyAccJerk-mean()-X",-0.593157169174611
"1070","21","SITTING","fBodyAccJerk-mean()-X",-0.71641413145049
"1071","22","SITTING","fBodyAccJerk-mean()-X",-0.680088110645454
"1072","22","STANDING","fBodyAccJerk-mean()-X",-0.482177496374797
"1073","23","STANDING","fBodyAccJerk-mean()-X",-0.617521836605645
"1074","25","STANDING","fBodyAccJerk-mean()-X",-0.804144642836185
"1075","26","STANDING","fBodyAccJerk-mean()-X",-0.699413168295663
"1076","27","STANDING","fBodyAccJerk-mean()-X",-0.991782158076923
"1077","27","LAYING","fBodyAccJerk-mean()-X",-0.641991780991611
"1078","28","LAYING","fBodyAccJerk-mean()-X",-0.686723799059424
"1079","29","LAYING","fBodyAccJerk-mean()-X",-0.629875853152034
"1080","30","LAYING","fBodyAccJerk-mean()-X",-0.685307771157441
"1081","2","WALKING","fBodyAccJerk-mean()-Y",-0.50890379901457
"1082","4","WALKING","fBodyAccJerk-mean()-Y",-0.684648403917526
"1083","4","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Y",-0.470861077819187
"1084","9","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Y",-0.699766614569445
"1085","10","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Y",-0.9634427765
"1086","10","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Y",-0.450402445118248
"1087","12","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Y",-0.677425008402742
"1088","12","SITTING","fBodyAccJerk-mean()-Y",-0.471744804389552
"1089","13","SITTING","fBodyAccJerk-mean()-Y",-0.603340489937615
"1090","18","SITTING","fBodyAccJerk-mean()-Y",-0.969070922
"1091","18","STANDING","fBodyAccJerk-mean()-Y",-0.723907683083833
"1092","20","STANDING","fBodyAccJerk-mean()-Y",-0.629326860401516
"1093","20","LAYING","fBodyAccJerk-mean()-Y",-0.466996133878205
"1094","24","LAYING","fBodyAccJerk-mean()-Y",-0.703641614506562
"1095","1","WALKING","fBodyAccJerk-mean()-Y",-0.507343617969859
"1096","3","WALKING","fBodyAccJerk-mean()-Y",-0.582949919157742
"1097","5","WALKING","fBodyAccJerk-mean()-Y",-0.550991969857417
"1098","6","WALKING","fBodyAccJerk-mean()-Y",-0.66059454675
"1099","6","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Y",-0.0871500384348315
"1100","7","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Y",-0.641687333850227
"1101","8","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Y",-0.495906215569395
"1102","11","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Y",-0.632374688606012
"1103","14","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Y",-0.978897426202532
"1104","14","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Y",-0.475602672016393
"1105","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Y",-0.609408057377744
"1106","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Y",-0.748627001551913
"1107","17","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Y",-0.9868704575
"1108","17","SITTING","fBodyAccJerk-mean()-Y",-0.65093749483125
"1109","19","SITTING","fBodyAccJerk-mean()-Y",-0.596694943936945
"1110","21","SITTING","fBodyAccJerk-mean()-Y",-0.678615118728922
"1111","22","SITTING","fBodyAccJerk-mean()-Y",-0.65888895869697
"1112","22","STANDING","fBodyAccJerk-mean()-Y",-0.438179681174796
"1113","23","STANDING","fBodyAccJerk-mean()-Y",-0.628231338392742
"1114","25","STANDING","fBodyAccJerk-mean()-Y",-0.740570312249388
"1115","26","STANDING","fBodyAccJerk-mean()-Y",-0.696726473912755
"1116","27","STANDING","fBodyAccJerk-mean()-Y",-0.985147330128205
"1117","27","LAYING","fBodyAccJerk-mean()-Y",-0.618436710858724
"1118","28","LAYING","fBodyAccJerk-mean()-Y",-0.670718095926964
"1119","29","LAYING","fBodyAccJerk-mean()-Y",-0.641289075786337
"1120","30","LAYING","fBodyAccJerk-mean()-Y",-0.671673670524282
"1121","2","WALKING","fBodyAccJerk-mean()-Z",-0.715745330403973
"1122","4","WALKING","fBodyAccJerk-mean()-Z",-0.845383895412371
"1123","4","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Z",-0.793248930406504
"1124","9","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Z",-0.702931927996528
"1125","10","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Z",-0.9826301395
"1126","10","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Z",-0.654781895967094
"1127","12","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Z",-0.758238879408603
"1128","12","SITTING","fBodyAccJerk-mean()-Z",-0.799284140671642
"1129","13","SITTING","fBodyAccJerk-mean()-Z",-0.710831730361468
"1130","18","SITTING","fBodyAccJerk-mean()-Z",-0.986778406666667
"1131","18","STANDING","fBodyAccJerk-mean()-Z",-0.819222532994012
"1132","20","STANDING","fBodyAccJerk-mean()-Z",-0.73446577530808
"1133","20","LAYING","fBodyAccJerk-mean()-Z",-0.730766642435897
"1134","24","LAYING","fBodyAccJerk-mean()-Z",-0.719655747391076
"1135","1","WALKING","fBodyAccJerk-mean()-Z",-0.695305113832853
"1136","3","WALKING","fBodyAccJerk-mean()-Z",-0.780101644193549
"1137","5","WALKING","fBodyAccJerk-mean()-Z",-0.768762357980132
"1138","6","WALKING","fBodyAccJerk-mean()-Z",-0.859603672415255
"1139","6","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Z",-0.352981568269663
"1140","7","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Z",-0.642515716574286
"1141","8","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Z",-0.644285802406762
"1142","11","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Z",-0.825559590221519
"1143","14","WALKING_UPSTAIRS","fBodyAccJerk-mean()-Z",-0.97720619556962
"1144","14","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Z",-0.502642372690574
"1145","15","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Z",-0.805543465588415
"1146","16","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Z",-0.752302172079235
"1147","17","WALKING_DOWNSTAIRS","fBodyAccJerk-mean()-Z",-0.989427028125
"1148","17","SITTING","fBodyAccJerk-mean()-Z",-0.774494049562499
"1149","19","SITTING","fBodyAccJerk-mean()-Z",-0.680924493180556
"1150","21","SITTING","fBodyAccJerk-mean()-Z",-0.767351986555393
"1151","22","SITTING","fBodyAccJerk-mean()-Z",-0.795524533080808
"1152","22","STANDING","fBodyAccJerk-mean()-Z",-0.649840836666667
"1153","23","STANDING","fBodyAccJerk-mean()-Z",-0.578870810235483
"1154","25","STANDING","fBodyAccJerk-mean()-Z",-0.849504849486553
"1155","26","STANDING","fBodyAccJerk-mean()-Z",-0.769565291249999
"1156","27","STANDING","fBodyAccJerk-mean()-Z",-0.988521791666667
"1157","27","LAYING","fBodyAccJerk-mean()-Z",-0.711004343278524
"1158","28","LAYING","fBodyAccJerk-mean()-Z",-0.779061720358639
"1159","29","LAYING","fBodyAccJerk-mean()-Z",-0.768433928313954
"1160","30","LAYING","fBodyAccJerk-mean()-Z",-0.755432212793734
"1161","2","WALKING","fBodyAccJerk-meanFreq()-X",0.0868000536209801
"1162","4","WALKING","fBodyAccJerk-meanFreq()-X",0.0388340995747423
"1163","4","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-X",-0.062652526154309
"1164","9","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-X",-0.219176266215278
"1165","10","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-X",0.18049724774
"1166","10","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-X",-0.0856086178596154
"1167","12","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-X",-0.00412571979440864
"1168","12","SITTING","fBodyAccJerk-meanFreq()-X",-0.105604273753731
"1169","13","SITTING","fBodyAccJerk-meanFreq()-X",-0.0241961823456881
"1170","18","SITTING","fBodyAccJerk-meanFreq()-X",0.147190851333333
"1171","18","STANDING","fBodyAccJerk-meanFreq()-X",-0.0885695985083832
"1172","20","STANDING","fBodyAccJerk-meanFreq()-X",-0.0582666224645455
"1173","20","LAYING","fBodyAccJerk-meanFreq()-X",-0.140843708823077
"1174","24","LAYING","fBodyAccJerk-meanFreq()-X",-0.0570423475325459
"1175","1","WALKING","fBodyAccJerk-meanFreq()-X",-0.0488005965884727
"1176","3","WALKING","fBodyAccJerk-meanFreq()-X",-0.0476941200470968
"1177","5","WALKING","fBodyAccJerk-meanFreq()-X",-0.10292084499106
"1178","6","WALKING","fBodyAccJerk-meanFreq()-X",-0.0295118597032627
"1179","6","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-X",-0.270896174822472
"1180","7","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-X",-0.11978430017462
"1181","8","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-X",0.0212336768810675
"1182","11","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-X",-0.0874254925382279
"1183","14","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-X",0.0256392015189874
"1184","14","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-X",-0.205089412670902
"1185","15","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-X",-0.0490273566650701
"1186","16","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-X",-0.0318889109278689
"1187","17","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-X",0.25766061329375
"1188","17","SITTING","fBodyAccJerk-meanFreq()-X",-0.130540964169688
"1189","19","SITTING","fBodyAccJerk-meanFreq()-X",0.00263882956916671
"1190","21","SITTING","fBodyAccJerk-meanFreq()-X",0.0168697571497059
"1191","22","SITTING","fBodyAccJerk-meanFreq()-X",0.119210082873737
"1192","22","STANDING","fBodyAccJerk-meanFreq()-X",-0.0182142946280488
"1193","23","STANDING","fBodyAccJerk-meanFreq()-X",0.0173580639424731
"1194","25","STANDING","fBodyAccJerk-meanFreq()-X",-0.110793009529829
"1195","26","STANDING","fBodyAccJerk-meanFreq()-X",-0.0238396622303572
"1196","27","STANDING","fBodyAccJerk-meanFreq()-X",0.236213708785897
"1197","27","LAYING","fBodyAccJerk-meanFreq()-X",-0.0750278092104698
"1198","28","LAYING","fBodyAccJerk-meanFreq()-X",-0.034209736104712
"1199","29","LAYING","fBodyAccJerk-meanFreq()-X",0.0107764076990698
"1200","30","LAYING","fBodyAccJerk-meanFreq()-X",-0.131649976206266
"1201","2","WALKING","fBodyAccJerk-meanFreq()-Y",-0.139776595362185
"1202","4","WALKING","fBodyAccJerk-meanFreq()-Y",-0.174386827172165
"1203","4","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.190358689715447
"1204","9","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.296107744084757
"1205","10","WALKING_UPSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.0236616142666667
"1206","10","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.181063512296154
"1207","12","WALKING_DOWNSTAIRS","fBodyAccJerk-meanFreq()-Y",-0.184961636962903
"1208","12","SITTING","fBodyAccJerk-meanFreq()-Y",-0.232084104223881
"1209","13","SITTING","fBodyAccJerk-meanFreq()-Y",-0.238328546685321
"1210","18","SITTING","fBodyAccJerk-meanFreq()-Y",-0.195180123733333
"1211","18","STANDING","fBodyAccJerk-meanFreq()-Y",-0.213292981460988
"1212","20","STANDING","fBodyAccJerk-meanFreq()-Y",-0.31606973410101
